state,county,candidate,party,votes
Mississippi,Prentiss County,Joe Biden,DEM,2128
Mississippi,Prentiss County,Jo Jorgensen,LIB,69
Mississippi,Prentiss County,Kanye West,IND,20
Mississippi,Prentiss County, Write-ins,WRI,17
Mississippi,Prentiss County,Don Blankenship,CST,10
Mississippi,Prentiss County,Phil Collins,PRO,9
Mississippi,Prentiss County,Howie Hawkins,GRN,6
Mississippi,Prentiss County,Brian Carroll,ASP,3
Mississippi,Prentiss County,Brock Pierce,IND,3
Mississippi,Quitman County,Joe Biden,DEM,2138
Mississippi,Quitman County,Donald Trump,REP,1020
Mississippi,Quitman County,Jo Jorgensen,LIB,12
Mississippi,Quitman County,Kanye West,IND,12
Mississippi,Quitman County,Brian Carroll,ASP,8
Mississippi,Quitman County,Don Blankenship,CST,7
Mississippi,Quitman County,Howie Hawkins,GRN,5
Mississippi,Quitman County,Phil Collins,PRO,3
Mississippi,Quitman County,Brock Pierce,IND,3
Mississippi,Quitman County, Write-ins,WRI,3
Mississippi,Rankin County,Donald Trump,REP,39025
Mississippi,Rankin County,Joe Biden,DEM,13496
Mississippi,Rankin County,Jo Jorgensen,LIB,470
Mississippi,Rankin County, Write-ins,WRI,122
Mississippi,Rankin County,Kanye West,IND,105
Mississippi,Rankin County,Howie Hawkins,GRN,53
Mississippi,Rankin County,Phil Collins,PRO,44
Mississippi,Rankin County,Brian Carroll,ASP,43
Mississippi,Rankin County,Don Blankenship,CST,35
Mississippi,Rankin County,Brock Pierce,IND,7
Mississippi,Scott County,Donald Trump,REP,5688
Mississippi,Scott County,Joe Biden,DEM,3575
Mississippi,Scott County,Jo Jorgensen,LIB,33
Mississippi,Scott County,Kanye West,IND,24
Mississippi,Scott County,Howie Hawkins,GRN,21
Mississippi,Scott County,Phil Collins,PRO,13
Mississippi,Scott County,Brian Carroll,ASP,11
Mississippi,Scott County, Write-ins,WRI,11
Mississippi,Scott County,Don Blankenship,CST,6
Mississippi,Scott County,Brock Pierce,IND,4
Mississippi,Sharkey County,Joe Biden,DEM,1440
Mississippi,Sharkey County,Donald Trump,REP,687
Mississippi,Sharkey County,Jo Jorgensen,LIB,9
Mississippi,Sharkey County,Kanye West,IND,8
Mississippi,Sharkey County,Howie Hawkins,GRN,6
Mississippi,Sharkey County,Brian Carroll,ASP,5
Mississippi,Sharkey County,Don Blankenship,CST,1
Mississippi,Sharkey County,Phil Collins,PRO,1
Mississippi,Sharkey County,Brock Pierce,IND,0
Mississippi,Sharkey County, Write-ins,WRI,0
Mississippi,Simpson County,Donald Trump,REP,6552
Mississippi,Simpson County,Joe Biden,DEM,3384
Mississippi,Simpson County,Jo Jorgensen,LIB,41
Mississippi,Simpson County,Kanye West,IND,28
Mississippi,Simpson County,Howie Hawkins,GRN,22
Mississippi,Simpson County,Don Blankenship,CST,12
Mississippi,Simpson County,Phil Collins,PRO,11
Mississippi,Simpson County,Brian Carroll,ASP,7
Mississippi,Simpson County, Write-ins,WRI,5
Mississippi,Simpson County,Brock Pierce,IND,4
Mississippi,Smith County,Donald Trump,REP,5697
Mississippi,Smith County,Joe Biden,DEM,1518
Mississippi,Smith County,Jo Jorgensen,LIB,28
Mississippi,Smith County,Kanye West,IND,12
Mississippi,Smith County,Phil Collins,PRO,11
Mississippi,Smith County,Don Blankenship,CST,9
Mississippi,Smith County,Howie Hawkins,GRN,5
Mississippi,Smith County,Brian Carroll,ASP,3
Mississippi,Smith County,Brock Pierce,IND,2
Mississippi,Smith County, Write-ins,WRI,0
Mississippi,Stone County,Donald Trump,REP,5239
Mississippi,Stone County,Joe Biden,DEM,1208
Mississippi,Stone County,Jo Jorgensen,LIB,50
Mississippi,Stone County,Phil Collins,PRO,13
Mississippi,Stone County,Don Blankenship,CST,12
Mississippi,Stone County,Kanye West,IND,9
Mississippi,Stone County,Howie Hawkins,GRN,8
Mississippi,Stone County,Brian Carroll,ASP,5
Mississippi,Stone County,Brock Pierce,IND,2
Mississippi,Stone County, Write-ins,WRI,0
Mississippi,Sunflower County,Joe Biden,DEM,5118
Mississippi,Sunflower County,Donald Trump,REP,2361
Mississippi,Sunflower County,Kanye West,IND,33
Mississippi,Sunflower County,Jo Jorgensen,LIB,15
Mississippi,Sunflower County,Don Blankenship,CST,12
Mississippi,Sunflower County,Howie Hawkins,GRN,12
Mississippi,Sunflower County,Brian Carroll,ASP,8
Mississippi,Sunflower County,Phil Collins,PRO,4
Mississippi,Sunflower County,Brock Pierce,IND,3
Mississippi,Sunflower County, Write-ins,WRI,2
Mississippi,Tallahatchie County,Joe Biden,DEM,2636
Mississippi,Tallahatchie County,Donald Trump,REP,2228
Mississippi,Tallahatchie County,Kanye West,IND,21
Mississippi,Tallahatchie County,Jo Jorgensen,LIB,20
Mississippi,Tallahatchie County,Howie Hawkins,GRN,14
Mississippi,Tallahatchie County,Brian Carroll,ASP,13
Mississippi,Tallahatchie County,Don Blankenship,CST,11
Mississippi,Tallahatchie County,Phil Collins,PRO,7
Mississippi,Tallahatchie County, Write-ins,WRI,5
Mississippi,Tallahatchie County,Brock Pierce,IND,1
Mississippi,Tate County,Donald Trump,REP,5529
Mississippi,Tate County,Joe Biden,DEM,2744
Mississippi,Tate County,Jo Jorgensen,LIB,58
Mississippi,Tate County,Kanye West,IND,37
Mississippi,Tate County,Howie Hawkins,GRN,15
Mississippi,Tate County,Brian Carroll,ASP,11
Mississippi,Tate County,Don Blankenship,CST,9
Mississippi,Tate County,Phil Collins,PRO,7
Mississippi,Tate County, Write-ins,WRI,6
Mississippi,Tate County,Brock Pierce,IND,4
Mississippi,Tippah County,Donald Trump,REP,0
Mississippi,Tippah County,Joe Biden,DEM,0
Mississippi,Tippah County,Don Blankenship,CST,0
Mississippi,Tippah County,Brian Carroll,ASP,0
Mississippi,Tippah County,Phil Collins,PRO,0
Mississippi,Tippah County,Howie Hawkins,GRN,0
Mississippi,Tippah County,Jo Jorgensen,LIB,0
Mississippi,Tippah County,Brock Pierce,IND,0
Mississippi,Tippah County,Kanye West,IND,0
Mississippi,Tippah County, Write-ins,WRI,0
Mississippi,Tishomingo County,Donald Trump,REP,7854
Mississippi,Tishomingo County,Joe Biden,DEM,1050
Mississippi,Tishomingo County,Jo Jorgensen,LIB,97
Mississippi,Tishomingo County,Kanye West,IND,15
Mississippi,Tishomingo County,Phil Collins,PRO,10
Mississippi,Tishomingo County,Don Blankenship,CST,9
Mississippi,Tishomingo County, Write-ins,WRI,9
Mississippi,Tishomingo County,Howie Hawkins,GRN,7
Mississippi,Tishomingo County,Brian Carroll,ASP,5
Mississippi,Tishomingo County,Brock Pierce,IND,1
Mississippi,Tunica County,Joe Biden,DEM,2525
Mississippi,Tunica County,Donald Trump,REP,912
Mississippi,Tunica County,Kanye West,IND,26
Mississippi,Tunica County,Jo Jorgensen,LIB,9
Mississippi,Tunica County,Phil Collins,PRO,7
Mississippi,Tunica County,Howie Hawkins,GRN,7
Mississippi,Tunica County,Brian Carroll,ASP,3
Mississippi,Tunica County, Write-ins,WRI,3
Mississippi,Tunica County,Don Blankenship,CST,2
Mississippi,Tunica County,Brock Pierce,IND,0
Mississippi,Union County,Donald Trump,REP,9052
Mississippi,Union County,Joe Biden,DEM,1792
Mississippi,Union County,Jo Jorgensen,LIB,75
Mississippi,Union County,Kanye West,IND,25
Mississippi,Union County,Howie Hawkins,GRN,12
Mississippi,Union County, Write-ins,WRI,12
Mississippi,Union County,Phil Collins,PRO,7
Mississippi,Union County,Don Blankenship,CST,6
Mississippi,Union County,Brian Carroll,ASP,5
Mississippi,Union County,Brock Pierce,IND,3
Mississippi,Walthall County,Donald Trump,REP,0
Mississippi,Walthall County,Joe Biden,DEM,0
Mississippi,Walthall County,Don Blankenship,CST,0
Mississippi,Walthall County,Brian Carroll,ASP,0
Mississippi,Walthall County,Phil Collins,PRO,0
Mississippi,Walthall County,Howie Hawkins,GRN,0
Mississippi,Walthall County,Jo Jorgensen,LIB,0
Mississippi,Walthall County,Brock Pierce,IND,0
Mississippi,Walthall County,Kanye West,IND,0
Mississippi,Walthall County, Write-ins,WRI,0
Mississippi,Warren County,Donald Trump,REP,0
Mississippi,Warren County,Joe Biden,DEM,0
Mississippi,Warren County,Don Blankenship,CST,0
Mississippi,Warren County,Brian Carroll,ASP,0
Mississippi,Warren County,Phil Collins,PRO,0
Mississippi,Warren County,Howie Hawkins,GRN,0
Mississippi,Warren County,Jo Jorgensen,LIB,0
Mississippi,Warren County,Brock Pierce,IND,0
Mississippi,Warren County,Kanye West,IND,0
Mississippi,Warren County, Write-ins,WRI,0
Mississippi,Washington County,Joe Biden,DEM,6218
Mississippi,Washington County,Donald Trump,REP,4114
Mississippi,Washington County,Kanye West,IND,55
Mississippi,Washington County,Jo Jorgensen,LIB,45
Mississippi,Washington County,Howie Hawkins,GRN,17
Mississippi,Washington County, Write-ins,WRI,17
Mississippi,Washington County,Brian Carroll,ASP,15
Mississippi,Washington County,Phil Collins,PRO,15
Mississippi,Washington County,Don Blankenship,CST,9
Mississippi,Washington County,Brock Pierce,IND,9
Mississippi,Wayne County,Donald Trump,REP,6264
Mississippi,Wayne County,Joe Biden,DEM,3592
Mississippi,Wayne County,Jo Jorgensen,LIB,44
Mississippi,Wayne County,Kanye West,IND,36
Mississippi,Wayne County,Don Blankenship,CST,14
Mississippi,Wayne County,Howie Hawkins,GRN,11
Mississippi,Wayne County, Write-ins,WRI,10
Mississippi,Wayne County,Brian Carroll,ASP,8
Mississippi,Wayne County,Brock Pierce,IND,6
Mississippi,Wayne County,Phil Collins,PRO,3
Mississippi,Webster County,Donald Trump,REP,4255
Mississippi,Webster County,Joe Biden,DEM,1024
Mississippi,Webster County,Jo Jorgensen,LIB,27
Mississippi,Webster County,Kanye West,IND,16
Mississippi,Webster County, Write-ins,WRI,7
Mississippi,Webster County,Brian Carroll,ASP,5
Mississippi,Webster County,Don Blankenship,CST,4
Mississippi,Webster County,Phil Collins,PRO,4
Mississippi,Webster County,Brock Pierce,IND,3
Mississippi,Webster County,Howie Hawkins,GRN,2
Mississippi,Wilkinson County,Joe Biden,DEM,2364
Mississippi,Wilkinson County,Donald Trump,REP,1188
Mississippi,Wilkinson County,Jo Jorgensen,LIB,11
Mississippi,Wilkinson County,Don Blankenship,CST,10
Mississippi,Wilkinson County,Howie Hawkins,GRN,9
Mississippi,Wilkinson County,Kanye West,IND,7
Mississippi,Wilkinson County,Brian Carroll,ASP,5
Mississippi,Wilkinson County,Brock Pierce,IND,5
Mississippi,Wilkinson County,Phil Collins,PRO,4
Mississippi,Wilkinson County, Write-ins,WRI,3
Mississippi,Winston County,Donald Trump,REP,4017
Mississippi,Winston County,Joe Biden,DEM,2994
Mississippi,Winston County,Don Blankenship,CST,0
Mississippi,Winston County,Brian Carroll,ASP,0
Mississippi,Winston County,Phil Collins,PRO,0
Mississippi,Winston County,Howie Hawkins,GRN,0
Mississippi,Winston County,Jo Jorgensen,LIB,0
Mississippi,Winston County,Brock Pierce,IND,0
Mississippi,Winston County,Kanye West,IND,0
Mississippi,Winston County, Write-ins,WRI,0
Mississippi,Yalobusha County,Donald Trump,REP,3658
Mississippi,Yalobusha County,Joe Biden,DEM,2767
Mississippi,Yalobusha County,Jo Jorgensen,LIB,26
Mississippi,Yalobusha County,Kanye West,IND,21
Mississippi,Yalobusha County,Don Blankenship,CST,8
Mississippi,Yalobusha County,Phil Collins,PRO,8
Mississippi,Yalobusha County,Howie Hawkins,GRN,7
Mississippi,Yalobusha County,Brian Carroll,ASP,6
Mississippi,Yalobusha County, Write-ins,WRI,3
Mississippi,Yalobusha County,Brock Pierce,IND,2
Mississippi,Yazoo County,Joe Biden,DEM,4533
Mississippi,Yazoo County,Donald Trump,REP,4370
Mississippi,Yazoo County,Kanye West,IND,31
Mississippi,Yazoo County,Jo Jorgensen,LIB,20
Mississippi,Yazoo County,Don Blankenship,CST,14
Mississippi,Yazoo County,Brock Pierce,IND,11
Mississippi,Yazoo County,Brian Carroll,ASP,10
Mississippi,Yazoo County,Phil Collins,PRO,10
Mississippi,Yazoo County,Howie Hawkins,GRN,8
Mississippi,Yazoo County, Write-ins,WRI,5
Missouri,Adair County,Donald Trump,REP,6391
Missouri,Adair County,Joe Biden,DEM,3705
Missouri,Adair County,Jo Jorgensen,LIB,157
Missouri,Adair County,Howie Hawkins,GRN,42
Missouri,Adair County, Write-ins,WRI,29
Missouri,Adair County,Don Blankenship,CST,13
Missouri,Andrew County,Donald Trump,REP,7255
Missouri,Andrew County,Joe Biden,DEM,2351
Missouri,Andrew County,Jo Jorgensen,LIB,120
Missouri,Andrew County, Write-ins,WRI,22
Missouri,Andrew County,Howie Hawkins,GRN,19
Missouri,Andrew County,Don Blankenship,CST,7
Missouri,Atchison County,Donald Trump,REP,2199
Missouri,Atchison County,Joe Biden,DEM,564
Missouri,Atchison County,Jo Jorgensen,LIB,47
Missouri,Atchison County,Howie Hawkins,GRN,3
Missouri,Atchison County,Don Blankenship,CST,1
Missouri,Audrain County,Donald Trump,REP,7727
Missouri,Audrain County,Joe Biden,DEM,2703
Missouri,Audrain County,Jo Jorgensen,LIB,175
Missouri,Audrain County,Howie Hawkins,GRN,27
Missouri,Audrain County, Write-ins,WRI,16
Missouri,Audrain County,Don Blankenship,CST,12
Missouri,Barry County,Donald Trump,REP,12425
Missouri,Barry County,Joe Biden,DEM,2948
Missouri,Barry County,Jo Jorgensen,LIB,180
Missouri,Barry County,Howie Hawkins,GRN,27
Missouri,Barry County,Don Blankenship,CST,18
Missouri,Barton County,Donald Trump,REP,5168
Missouri,Barton County,Joe Biden,DEM,844
Missouri,Barton County,Jo Jorgensen,LIB,47
Missouri,Barton County,Howie Hawkins,GRN,13
Missouri,Barton County,Don Blankenship,CST,5
Missouri,Barton County, Write-ins,WRI,0
Missouri,Bates County,Donald Trump,REP,6595
Missouri,Bates County,Joe Biden,DEM,1672
Missouri,Bates County,Jo Jorgensen,LIB,119
Missouri,Bates County, Write-ins,WRI,22
Missouri,Bates County,Howie Hawkins,GRN,14
Missouri,Bates County,Don Blankenship,CST,13
Missouri,Benton County,Donald Trump,REP,8106
Missouri,Benton County,Joe Biden,DEM,2179
Missouri,Benton County,Jo Jorgensen,LIB,150
Missouri,Benton County,Howie Hawkins,GRN,22
Missouri,Benton County,Don Blankenship,CST,12
Missouri,Benton County, Write-ins,WRI,9
Missouri,Bollinger County,Donald Trump,REP,5162
Missouri,Bollinger County,Joe Biden,DEM,749
Missouri,Bollinger County,Jo Jorgensen,LIB,51
Missouri,Bollinger County,Howie Hawkins,GRN,13
Missouri,Bollinger County, Write-ins,WRI,4
Missouri,Bollinger County,Don Blankenship,CST,2
Missouri,Boone County,Joe Biden,DEM,49999
Missouri,Boone County,Donald Trump,REP,38596
Missouri,Boone County,Jo Jorgensen,LIB,1957
Missouri,Boone County,Howie Hawkins,GRN,312
Missouri,Boone County,Don Blankenship,CST,140
Missouri,Buchanan County,Donald Trump,REP,22450
Missouri,Buchanan County,Joe Biden,DEM,13445
Missouri,Buchanan County,Jo Jorgensen,LIB,529
Missouri,Buchanan County,Howie Hawkins,GRN,127
Missouri,Buchanan County, Write-ins,WRI,115
Missouri,Buchanan County,Don Blankenship,CST,47
Missouri,Butler County,Donald Trump,REP,14599
Missouri,Butler County,Joe Biden,DEM,3301
Missouri,Butler County,Jo Jorgensen,LIB,187
Missouri,Butler County,Howie Hawkins,GRN,41
Missouri,Butler County, Write-ins,WRI,29
Missouri,Butler County,Don Blankenship,CST,8
Missouri,Caldwell County,Donald Trump,REP,3725
Missouri,Caldwell County,Joe Biden,DEM,897
Missouri,Caldwell County,Jo Jorgensen,LIB,50
Missouri,Caldwell County, Write-ins,WRI,14
Missouri,Caldwell County,Howie Hawkins,GRN,7
Missouri,Caldwell County,Don Blankenship,CST,3
Missouri,Callaway County,Donald Trump,REP,14812
Missouri,Callaway County,Joe Biden,DEM,5868
Missouri,Callaway County,Jo Jorgensen,LIB,371
Missouri,Callaway County,Howie Hawkins,GRN,64
Missouri,Callaway County, Write-ins,WRI,43
Missouri,Callaway County,Don Blankenship,CST,20
Missouri,Camden County,Donald Trump,REP,18825
Missouri,Camden County,Joe Biden,DEM,5640
Missouri,Camden County,Jo Jorgensen,LIB,254
Missouri,Camden County,Howie Hawkins,GRN,32
Missouri,Camden County,Don Blankenship,CST,23
Missouri,Camden County, Write-ins,WRI,0
Missouri,Cape Girardeau County,Donald Trump,REP,28873
Missouri,Cape Girardeau County,Joe Biden,DEM,10738
Missouri,Cape Girardeau County,Jo Jorgensen,LIB,519
Missouri,Cape Girardeau County,Howie Hawkins,GRN,84
Missouri,Cape Girardeau County,Don Blankenship,CST,38
Missouri,Carroll County,Donald Trump,REP,3706
Missouri,Carroll County,Joe Biden,DEM,785
Missouri,Carroll County,Jo Jorgensen,LIB,32
Missouri,Carroll County,Howie Hawkins,GRN,6
Missouri,Carroll County,Don Blankenship,CST,2
Missouri,Carter County,Donald Trump,REP,2451
Missouri,Carter County,Joe Biden,DEM,418
Missouri,Carter County,Jo Jorgensen,LIB,18
Missouri,Carter County, Write-ins,WRI,9
Missouri,Carter County,Howie Hawkins,GRN,6
Missouri,Carter County,Don Blankenship,CST,4
Missouri,Cass County,Donald Trump,REP,37172
Missouri,Cass County,Joe Biden,DEM,19035
Missouri,Cass County,Jo Jorgensen,LIB,907
Missouri,Cass County, Write-ins,WRI,169
Missouri,Cass County,Howie Hawkins,GRN,162
Missouri,Cass County,Don Blankenship,CST,79
Missouri,Cedar County,Donald Trump,REP,5786
Missouri,Cedar County,Joe Biden,DEM,1143
Missouri,Cedar County,Jo Jorgensen,LIB,80
Missouri,Cedar County,Don Blankenship,CST,17
Missouri,Cedar County,Howie Hawkins,GRN,13
Missouri,Chariton County,Donald Trump,REP,3109
Missouri,Chariton County,Joe Biden,DEM,916
Missouri,Chariton County,Jo Jorgensen,LIB,40
Missouri,Chariton County,Don Blankenship,CST,5
Missouri,Chariton County,Howie Hawkins,GRN,4
Missouri,Chariton County, Write-ins,WRI,0
Missouri,Christian County,Donald Trump,REP,34904
Missouri,Christian County,Joe Biden,DEM,11126
Missouri,Christian County,Jo Jorgensen,LIB,638
Missouri,Christian County, Write-ins,WRI,100
Missouri,Christian County,Howie Hawkins,GRN,82
Missouri,Christian County,Don Blankenship,CST,54
Missouri,Clark County,Donald Trump,REP,2672
Missouri,Clark County,Joe Biden,DEM,678
Missouri,Clark County,Jo Jorgensen,LIB,32
Missouri,Clark County,Howie Hawkins,GRN,12
Missouri,Clark County,Don Blankenship,CST,0
Missouri,Clay County,Donald Trump,REP,64583
Missouri,Clay County,Joe Biden,DEM,59519
Missouri,Clay County,Jo Jorgensen,LIB,2014
Missouri,Clay County,Howie Hawkins,GRN,324
Missouri,Clay County,Don Blankenship,CST,178
Missouri,Clay County, Write-ins,WRI,0
Missouri,Clinton County,Donald Trump,REP,7789
Missouri,Clinton County,Joe Biden,DEM,2894
Missouri,Clinton County,Jo Jorgensen,LIB,150
Missouri,Clinton County,Howie Hawkins,GRN,30
Missouri,Clinton County, Write-ins,WRI,18
Missouri,Clinton County,Don Blankenship,CST,13
Missouri,Cole County,Donald Trump,REP,26066
Missouri,Cole County,Joe Biden,DEM,12687
Missouri,Cole County,Jo Jorgensen,LIB,602
Missouri,Cole County,Howie Hawkins,GRN,84
Missouri,Cole County,Don Blankenship,CST,47
Missouri,Cooper County,Donald Trump,REP,6272
Missouri,Cooper County,Joe Biden,DEM,2249
Missouri,Cooper County,Jo Jorgensen,LIB,139
Missouri,Cooper County,Howie Hawkins,GRN,24
Missouri,Cooper County, Write-ins,WRI,20
Missouri,Cooper County,Don Blankenship,CST,6
Missouri,Crawford County,Donald Trump,REP,8725
Missouri,Crawford County,Joe Biden,DEM,2113
Missouri,Crawford County,Jo Jorgensen,LIB,102
Missouri,Crawford County,Howie Hawkins,GRN,17
Missouri,Crawford County,Don Blankenship,CST,16
Missouri,Dade County,Donald Trump,REP,3414
Missouri,Dade County,Joe Biden,DEM,656
Missouri,Dade County,Jo Jorgensen,LIB,42
Missouri,Dade County,Howie Hawkins,GRN,5
Missouri,Dade County, Write-ins,WRI,4
Missouri,Dade County,Don Blankenship,CST,2
Missouri,Dallas County,Donald Trump,REP,6620
Missouri,Dallas County,Joe Biden,DEM,1380
Missouri,Dallas County,Jo Jorgensen,LIB,72
Missouri,Dallas County,Howie Hawkins,GRN,21
Missouri,Dallas County, Write-ins,WRI,17
Missouri,Dallas County,Don Blankenship,CST,12
Missouri,Daviess County,Donald Trump,REP,3077
Missouri,Daviess County,Joe Biden,DEM,740
Missouri,Daviess County,Jo Jorgensen,LIB,46
Missouri,Daviess County, Write-ins,WRI,9
Missouri,Daviess County,Don Blankenship,CST,8
Missouri,Daviess County,Howie Hawkins,GRN,4
Missouri,DeKalb County,Donald Trump,REP,3827
Missouri,DeKalb County,Joe Biden,DEM,930
Missouri,DeKalb County,Jo Jorgensen,LIB,62
Missouri,DeKalb County,Don Blankenship,CST,14
Missouri,DeKalb County,Howie Hawkins,GRN,9
Missouri,Dent County,Donald Trump,REP,5987
Missouri,Dent County,Joe Biden,DEM,1056
Missouri,Dent County,Jo Jorgensen,LIB,81
Missouri,Dent County,Don Blankenship,CST,9
Missouri,Dent County,Howie Hawkins,GRN,9
